Postal code,District,Appartments,Type of Building,m2,Debtfree price,€/m2,Construction year,Floor,Elevator,Condition,Plot,Energy class
'00100,Studio apartment,,,,,,,,,,,
",C2013
'02710,Viherlaakso,5h+k+s+ph+khh+var,rt,"123,00",359000,2919,2003,2/2,no,good,"own							
",
'02710,Kavallinmäki,"5-6 h, k, s, kh...",ok,"165,00",450000,2727,2006,-1/2,no,good,"own							
",
'02710,Viherlaakso,5h+k+kph+erilli...,kt,"102,00",188000,1843,1971,3/3,no,good,"own							G2015
",G2015
'02710,Kavallinmäki,"4h,k,s,autokatos",rt,"97,00",499000,5144,2019,1/1,no,good,"own							
",
'02710,Kavallinmäki,"4h,k,s,autokatos",rt,"97,00",499000,5144,2019,1/1,no,good,"own							
",
'02710,,"4h,k,khh,sauna ...",ok,"79,00",425000,5380,2004,1/2,no,good,"own							
",
'02710,,6h+k+kph+s+wc+v...,ok,"190,00",542000,2853,1971,1/1,no,good,"own							E2013
",E2013
'02720,Studio apartment,,,,,,,,,,,
'02720,Lähderanta,"1h, kk, kph",kt,"27,00",116500,4315,1962,2/3,no,good,"own							F2018
",F2018
'02720,Lippajärvi,1h+pk,kt,"31,00",135000,4355,1967,2/3,no,good,"own							G2013
",G2013
'02720,Laaksolahti,"1h, kk",kt,"27,00",118000,4370,1962,1/3,no,good,"own							F2018
",F2018
'02720,"
2 rooms
",,,,,,,,,,,
'02720,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'02720,3 rooms,,,,,,,,,,,
'02720,Laaksolahti lähderanta,3h+k+s+aputilat,rt,"91,00",320000,3516,1999,2/2,no,good,"own							
",
'02720,Lähderanta,"3h, k, kph, las...",kt,"66,00",145919,2211,1962,1/3,no,average,"own							F2018
",F2018
'02720,Laaksolahti,3-4h+kt+kph+s+khh,rt,"78,00",315196,4041,2019,1/1,no,good,"rent							B2018
",B2018
'02720,Laaksolahti,3-4h+kt+kph+s+khh,rt,"78,00",304451,3903,2019,1/1,no,good,"rent							B2018
",B2018
'02720,Laaksolahti,"3h,k,s",rt,"71,00",254000,3577,1981,1/1,no,good,"own							
",
'02720,4 rooms or more,,,,,,,,,,,
'02720,Laaksolahti,4h+k+sauna,rt,"90,00",242000,2689,1982,2/2,no,good,"own							C2013
",C2013
'02720,Lippajärvi,5h+k+khh+2xkph+...,rt,"122,00",569000,4664,2013,1/2,no,good,"own							A2007
",A2007
'02720,Laaksolahti,"4h, kt, khh, kh, s",rt,"89,00",347386,3903,2019,-1/2,no,good,"rent							B2018
",B2018
'02720,Laaksolahti,"Oh,mh3,et,k,kph...",rt,"87,50",280000,3200,1981,1/2,no,average,"own							
",
'02720,Laaksolahti,4h+kt+kph+s+khh,rt,"89,00",335125,3765,2019,-1/2,no,good,"rent							B2018
",B2018
'02720,Laaksolahti,4h+k+kph+s+vh+e...,rt,"110,00",312000,2836,1984,-1/2,no,average,"own							F2015
",F2015
'02720,Laaksolahti,4h+kt+kph+s+khh,rt,"89,00",326952,3674,2019,-1/2,no,good,"rent							B2018
",B2018
'02720,Lähderanta,3-4h+k+kph,kt,"84,00",165000,1964,1962,1/2,no,average,"own							F2018
",F2018
'02720,Laaksolahti,5h+k+th+s+autot...,rt,"166,50",465000,2793,2003,1/3,no,good,"own							
",
'02720,Lähderanta,"4 h, k, kh",rt,"90,00",263458,2927,1965,2/2,no,good,"own							E2018
",E2018
'02720,Lähderanta,"4 h, k, kph, wc...",rt,"90,00",224000,2489,1965,1/2,no,average,"own							E2018
",E2018
'02720,Lähderanta,"4h, k, rt, kph,...",kt,"85,00",197000,2318,1962,3/7,no,good,"own							F2018
",F2018
'02720,Lippajärvi,"4 h, k, s",rt,"99,50",278000,2794,1968,1/1,no,average,"own							F2007
",F2007
'02720,Laaksolahti,4h+k+s,rt,"110,00",315000,2864,1984,1/2,no,good,"own							F2013
",F2013
'02720,,5h+ k + sauna +...,ok,"109,00",385000,3532,1961,1/1,no,good,"own							
",
'02730,"
2 rooms
",,,,,,,,,,,
'02730,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'02730,3 rooms,,,,,,,,,,,
'02730,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'02730,4 rooms or more,,,,,,,,,,,
'02730,Laaksolahti,"Ok, k, rt, 4 mh...",ok,"150,00",262250,1748,2012,-1/1,no,good,"own							
",
'02730,Laaksolahti,"4h,k,takkah,ask...",rt,"156,00",370000,2372,1983,1/2,no,average,"own							
",
'02730,Laaksolahti,4h+k+kph+erill....,rt,"75,50",272000,3603,1981,-1/2,no,good,"own							F2013
",F2013
'02730,Laaksolahti,5h+k+2xkph+s+wc...,ok,"145,00",395000,2724,1988,2/2,no,average,"own							
",
'02730,Jupperi,"5h,k,s",rt,"123,50",330000,2672,1983,-1/2,no,good,"own							
",
'02730,Laaksolahti,"6h,k,khh,2 x kp...",ok,"280,00",1050000,3750,2001,1/2,no,good,"own							C2013
",C2013
'02730,Laaksolahti,"5 mh, oh, k, ta...",ok,"163,00",400000,2454,1957,1/2,no,good,"own							D2018
",D2018
'02730,Laaksolahti,"4h, k, takkah.,...",rt,"106,00",320000,3019,1988,1/2,no,average,"own							E2018
",E2018
'02730,Laaksolahti,4-5h + k + s (2...,rt,"102,50",300000,2927,1979,1/1,no,good,"own							
",
'02730,Laaksolahti,4h+k+kh+s,ok,"101,50",263000,2591,2005,1/1,no,average,"own							
",
'02730,Laaksolahti,4h+k+kph+s+2wc ...,rt,"104,00",277000,2663,1985,1/2,no,good,"own							
",
'02730,Laaksolahti,"5h, avok, rt, k...",ok,"173,50",590000,3401,2000,-1/2,no,good,"own							
",
'02730,Laaksolahti,"4h,k,takkahuone...",rt,"106,00",348000,3283,1988,1/2,no,good,"own							E
",E
'02730,,6h+k+2kph+s+khh...,ok,"209,00",520000,2488,1997,2/2,no,good,"own							F2013
",F2013
'02730,,6h+k+s+2kph+eri...,ok,"119,00",270000,2269,1974,-1/1,no,good,"rent							E2018
",E2018
'02740,3 rooms,,,,,,,,,,,
'02740,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'02740,4 rooms or more,,,,,,,,,,,
'02740,"Bemböle, lommila, fallåker",4h+k+kph+s+eril...,rt,"94,00",360000,3830,2012,1/1,no,good,"own							A2007
",A2007
'02740,"Fallåker, bemböle, lommila",4k+k+2xkph+s+kh...,rt,"105,00",372000,3543,2008,1/2,no,good,"own							D2018
",D2018
'02740,Bemböle,"4h, k, kht, s",rt,"93,00",320000,3441,2006,-1/2,no,good,"own							D2013
",D2013
'02740,Miilukorpi,4h+k+s+2 kph+er...,rt,"96,00",274000,2854,2010,2/2,no,good,"own							C2013
",C2013
'02740,Vesirattaanmäki,"4h, k, s, 2xkph...",rt,"86,50",280000,3237,2012,-1/2,no,good,"own							C2018
",C2018
'02740,"Fallåker, bemböle, lommila, karhusuo",5 h+k+kht+s+pih...,rt,"129,50",370000,2857,2006,1/2,no,good,"own							D2013
",D2013
'02740,Vesirattaanmäki,"4h, k, s, kph, ...",rt,"86,00",310000,3605,2013,1/2,no,good,"own							D
",D
'02740,Fallåker,4 H+ K+ KPH+S+ ...,rt,"107,00",335000,3131,2007,1/2,no,good,"own							
",
'02740,,"3-4h, k ja saun...",ok,"150,00",365000,2433,1952,1/3,no,good,"own							D2018
",D2018
'02740,,"4 mh, kirjastoh...",ok,"171,00",425000,2485,2006,-1/2,no,good,"rent							
",
'02740,,"5-6 h, keitti&#...",ok,"155,00",440000,2839,2003,-1/2,no,good,"rent							
",
'02740,,5h+k+2xkph+s+kh...,ok,"125,00",422500,3380,2007,1/2,no,good,"own							
",
'02740,,"5-6 h, k, 2 kph...",ok,"154,00",435000,2825,2000,2/2,no,good,"own							
",
'02750,Studio apartment,,,,,,,,,,,
'02750,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'02750,"
2 rooms
",,,,,,,,,,,
'02750,Ymmersta,2h+kt+kph+s+ter...,kt,"58,00",245000,4224,2006,1/3,yes,good,"own							E2007
",E2007
'02750,Ymmersta,2h+kk+s,kt,"52,00",196000,3769,2003,4/4,yes,good,"own							D
",D
'02750,Ymmersta,2h+kk+s,kt,"46,00",167500,3641,2002,4/6,yes,average,"own							F2013
",F2013
'02750,Sepänkylä,"2h,kk,s,p",kt,"53,00",171000,3226,1995,2/2,no,average,"own							D2007
",D2007
'02750,3 rooms,,,,,,,,,,,
'02750,"Koivuhovi, sepänkylä",3-4h+k+s+eril.w...,rt,"85,00",305000,3588,2002,2/2,no,good,"own							E2013
",E2013
'02750,Ymmersta,3h+k+kph+s+wc+v...,rt,"77,50",390000,5032,2014,1/2,no,good,"own							B
",B
'02750,Mankkaa,3h+k+s,rt,"87,00",340000,3908,1994,1/1,no,good,"own							D2007
",D2007
'02750,Sepänkylä,3h+k+s,rt,"74,00",316500,4277,1986,1/2,no,good,"own							E
",E
'02750,Ymmersta,"3h, k, s",kt,"63,00",267000,4238,2018,6/7,yes,good,"own							C2013
",C2013
'02750,Ymmersta,"3h, k, kph/saun...",kt,"80,50",293000,3640,2006,3/3,yes,good,"own							E2013
",E2013
'02750,,"3h, k, sauna, k...",ok,"83,00",339000,4084,2004,1/1,no,good,"own							F2013
",F2013
'02750,4 rooms or more,,,,,,,,,,,
'02750,Koivuhovi,"4h, k, 2 kph, s...",rt,"133,50",425000,3184,2000,1/2,no,good,"own							D2013
",D2013
'02750,Sepänkylä,"4h, k, s, kph, ...",rt,"90,00",372000,4133,1985,1/1,no,good,"own							E
",E
'02750,Kuurinniitty,5h+ k+ tkh+khh+...,ok,"189,00",710000,3757,2009, ,no,good,"own							C2018
",C2018
'02750,Sepänkylä,5h+k+s,rt,"114,50",465000,4061,2006,1/2,yes,good,"own							D2013
",D2013
'02750,Kuurinniitty,"4mh, oh, k, rt,...",ok,"174,00",610000,3506,1983,-1/2,no,good,"own							D2018
",D2018
'02750,Kuurinniitty,"3mh, oh, k, ete...",ok,"120,00",500000,4167,2012,1/1,no,good,"own							
",
'02750,Sepänkylä,"4h, k, rt, s, p...",rt,"94,50",374000,3958,2006,1/2,yes,good,"own							D2013
",D2013
'02750,Kuurinniitty,"4h, k, s, th/ah...",ok,"150,00",400000,2667,1954,-1/2,no,average,"own							
",
'02750,Hiidenportti,5h+k+s,rt,"139,00",410000,2950,1984,1/2,no,good,"own							D
",D
'02750,Koivuhovi,"4h, k, s, teras...",rt,"97,00",365000,3763,2002,1/2,no,good,"own							F2013
",F2013
'02750,Ymmersta,"4h, k, kph/saun...",kt,"102,00",344000,3373,2006,2/3,yes,good,"own							E2013
",E2013
'02750,Mankkaa,"5h, k, s, kph/k...",rt,"108,00",560500,5190,2013,1/1,no,good,"own							B2007
",B2007
'02750,,4h+k+s+erilline...,ok,"128,00",402000,3141,1988,-1/1,no,average,"own							E
",E
'02750,,6h+k+khh+s,ok,"142,60",330000,2314,1954,3/3,no,average,"own							
",
'02750,,"5h, k, s, ph,kh...",ok,"140,00",578000,4129,2002,-1/2,no,good,"own							D2018
",D2018
'02750,,"5h, k, s-os, tk...",ok,"145,00",455000,3138,1987,1/1,no,good,"own							
",
'02750,,7h+k+kk+uima-al...,ok,"219,00",260000,1187,1971,2/2,no,poor,"own							
",
'02760,Studio apartment,,,,,,,,,,,
'02760,Suvela,"1h,kk, kph",kt,"33,50",79000,2358,1973,5/9,yes,poor,"own							E2007
",E2007
'02760,Suvela,1h+k,kt,"35,00",94000,2686,1979,2/7,yes,average,"own							F
",F
'02760,Suvela,"1h, kk",kt,"33,50",115000,3433,1975,6/7,yes,average,"own							E2013
",E2013
'02760,Tuomarila,1h+kt+kph+lasit...,kt,"28,00",161000,5750,2017,6/6,yes,good,"own							C
",C
'02760,Tuomarila,1h+kk,kt,"34,00",108000,3176,1983,5/6,yes,average,"own							D2007
",D2007
'02760,Tuomarila,"1h,k,s,piha",rt,"42,00",152500,3631,1991,1/1,no,average,"own							D2007
",D2007
'02760,Suvela,1h+avok+alkovi+...,kt,"36,50",141000,3863,2004,1/4,yes,good,"own							E2013
",E2013
'02760,"
2 rooms
",,,,,,,,,,,
'02760,Joupinmäki,"2h, k, kph, vh, p",kt,"58,50",105000,1795,1979,4/6,yes,good,"own							E2013
",E2013
'02760,Suvela,"2h, k, kph ja l...",kt,"57,50",114000,1983,1978,5/7,yes,good,"own							D2007
",D2007
'02760,Suvela,2h + k + kph + ...,kt,"59,00",129000,2186,1975,1/8,yes,good,"own							C2007
",C2007
'02760,Tuomarila,2h+kk+s,kt,"55,00",207000,3764,2008,2/5,yes,good,"own							C2007
",C2007
'02760,Suna,"2h,k,parv. (Yht...",kt,"58,00",136500,2353,1981,5/6,yes,good,"own							F2013
",F2013
'02760,Saarniraivio,"2h, k, kph, las...",kt,"57,00",141500,2482,1987,1/3,no,average,"own							F2013
",F2013
'02760,Suna,"2h, k, s",rt,"58,00",187000,3224,1991,1/1,no,good,"own							E2013
",E2013
'02760,Suvela,"2h, k, kph, las...",kt,"59,00",91000,1542,1975,5/6,no,poor,"own							C2007
",C2007
'02760,"Suna, saarniraivio",2h+k+kph+lasit....,kt,"57,50",140000,2435,1981,1/7,yes,good,"own							F2013
",F2013
'02760,Suvela,"2h, kk, kph,s, ...",kt,"45,50",151000,3319,1997,1/3,no,good,"own							
",
'02760,Tuomarila,"Oh, mh, k, kph,...",kt,"51,00",195000,3824,2007,2/4,yes,good,"own							D2007
",D2007
'02760,Suvela / tuomarila,2h+avok+s+las.p,kt,"44,50",174000,3910,2005,4/4,yes,good,"own							E2013
",E2013
'02760,Suvela,2h+k+kph,kt,"54,50",100000,1835,1975,5/7,yes,good,"own							C
",C
'02760,Suna,"2h, k, vh, kph, s",rt,"62,00",189000,3048,1985,1/1,no,good,"own							F
",F
'02760,Suna,"2h, avok, s",kt,"45,50",152000,3341,2003,2/6,yes,good,"own							D
",D
'02760,Kirstinmäki,2h+kk,kt,"50,50",134000,2653,1975,5/7,no,good,"own							F2018
",F2018
'02760,Suna,"2h, k, khp, piha",rt,"54,00",149000,2759,1978,1/1,no,average,"own							F2007
",F2007
'02760,Tuomarila,"2h, k, s, lasit...",kt,"51,50",220000,4272,2012,5/5,yes,good,"own							E
",E
'02760,Jouppi,2h+k,kt,"61,00",117000,1918,1976,3/5,yes,good,"own							
",
'02760,Suna,2h+k+kph+piha,rt,"54,00",135000,2500,1978,1/1,no,average,"own							F2007
",F2007
'02760,Suvela,2h+k+p (yhti_x0002_...,kt,"61,00",114900,1884,1973,5/9,yes,good,"own							E2007
",E2007
'02760,Tuomarila,"2h,k,s,lasitett...",kt,"55,50",200000,3604,2007,4/4,yes,good,"own							C2007
",C2007
'02760,Tuomarila,"2h, k, kph, las...",kt,"48,00",189237,3942,2012,4/7,no,good,"own							
",
'02760,Tuomarila,2h+k+kk+ lasit....,kt,"45,00",180000,4000,2009,4/4,yes,good,"own							E2013
",E2013
'02760,Suna,2h+k+kph+s+piha,rt,"58,00",164366,2834,1991,1/1,no,average,"own							
",
'02760,Tuomarila,"2h, kk, s, lasi...",kt,"48,00",192000,4000,2005,3/4,yes,good,"own							E2013
",E2013
'02760,Joupinmäki,2h+k+kph+s+las....,kt,"54,50",200000,3670,2009,1/4,no,good,"own							
",
'02760,Tuomarila,2h+kk+las.p (YJ...,kt,"44,00",173333,3939,2007,2/4,yes,good,"own							C2007
",C2007
'02760,Tuomarila,2h+kk+s+v,rt,"45,00",156000,3467,1989,1/2,no,good,"own							
",
'02760,"Espoon keskus, suvela",2h+k+s+eril.wc+...,rt,"48,50",187000,3856,2018,2/2,no,good,"own							
",
'02760,Suvela,2h+k,kt,"59,50",90000,1513,1975,1/8,no,average,"own							
",
'02760,Kauklahti,"1h, avok, kph",kt,"27,00",148500,5500,2019,3/4,yes,good,"rent							C2013
",C2013
'02760,Suvela,2h+k+kph+las.parv,kt,"61,00",97000,1590,1973,4/6,no,average,"own							
",
'02760,Tuomarila,2h+k+kph+s+lasi...,kt,"45,00",204000,4533,2012,6/7,yes,good,"own							B
",B
'02760,Tuomarila,2h+k+kph+s+lasi...,kt,"61,50",188000,3057,2007,1/4,yes,good,"own							C2007
",C2007
'02760,Suvela,2h+k,kt,"59,00",135000,2288,1982,3/6,yes,average,"own							
",
'02760,3 rooms,,,,,,,,,,,
'02760,Suna,"3h k, vaatehuon...",rt,"79,50",210000,2642,1989,1/2,no,average,"own							E2013
",E2013
'02760,Suna,"3h,k,s,kph,eril...",rt,"77,50",220000,2839,1984,2/2,no,average,"own							E2013
",E2013
'02760,Suna,"3h, k, kph, s, ...",rt,"86,00",267000,3105,2013,1/2,no,good,"rent							D2013
",D2013
'02760,Tuomarila,"3 h, k, s, th/v...",kt,"67,00",230000,3433,1993,1/2,no,good,"own							E
",E
'02760,Tuomarila,"3h, k, kph, s, ...",kt,"58,00",216000,3724,1993,2/2,no,good,"own							E
",E
'02760,Tuomarila,2-3h+k+s,rt,"72,00",250000,3472,1985,1/1,no,good,"own							E2013
",E2013
'02760,Suvela,3h+k+kph+vh+las...,kt,"81,50",175000,2147,1975,3/8,yes,good,"own							C2013
",C2013
'02760,Tuomarila,3h+k+s+var,rt,"91,50",325000,3552,2011,2/2,no,good,"own							C2007
",C2007
'02760,Suna,3h+k,kt,"76,50",160000,2092,1981,4/7,yes,good,"own							F2013
",F2013
'02760,3 rooms,,,,,,,,,,,
'02760,Tuomarila,"3h, avok, kph, ...",kt,"72,00",270000,3750,2007,1/4,yes,good,"own							C2007
",C2007
'02760,Suna,3 h + k + s,rt,"79,50",190000,2390,1989,1/2,no,average,"own							D2007
",D2007
'02760,Suna,3h+k+kph+vh+par...,kt,"76,50",138000,1804,1981,5/7,no,average,"own							F2013
",F2013
'02760,Suvela,3h+k,kt,"81,50",122000,1497,1975,3/7,yes,average,"own							C
",C
'02760,Suna,3h+k+kph+s+eril...,rt,"82,00",219000,2671,1976,-1/2,no,good,"own							D
",D
'02760,Suvela,"3h, k, kph, s, p",kt,"65,00",194000,2985,2004,5/6,yes,good,"own							E2013
",E2013
'02760,Tuomarila,"3h, k, s, las p...",kt,"69,00",230000,3333,2004,1/4,yes,good,"own							E2013
",E2013
'02760,Tuomarila,3h+kk+s+parveke...,kt,"68,00",237000,3485,2007,2/6,yes,good,"own							C2007
",C2007
'02760,Suvela,"3h, k, kph, vaa...",kt,"74,50",160000,2148,1979,5/5,yes,good,"own							E2013
",E2013
'02760,Tuomarila,3h+k+s+lasitett...,kt,"73,00",262000,3589,2008,5/5,yes,good,"own							C2007
",C2007
'02760,Suvela,"3h, k, wc, kph,...",kt,"78,50",130000,1656,1972,4/6,yes,good,"own							F2013
",F2013
'02760,Suna,3h+k+2kph+s+vh+...,rt,"83,00",252000,3036,2005,2/2,no,good,"rent							
",
'02760,Tuomarila,3h + k + kph + p,kt,"78,50",129000,1643,1976,3/7,no,average,"own							
",
'02760,Suvela,"3h, k, kph, vh,...",kt,"76,50",128000,1673,1981,4/6,no,average,"own							
",
'02760,Tuomarila,"3 h, avokeitti&...",kt,"74,00",264000,3568,2008,3/4,yes,good,"own							E2013
",E2013
'02760,Tuomarila,"3-4 h, k, kph, ...",rt,"93,00",310000,3333,1986,1/1,no,good,"own							
",
'02760,Suvela,3h+k+vh+lasitet...,kt,"78,50",113000,1439,1973,5/7,yes,good,"own							
",
'02760,4 rooms or more,,,,,,,,,,,
'02760,Suna,4h+k+kph/wc+wc+...,rt,"82,00",198000,2415,1976,2/2,no,average,"own							D
",D
'02760,Suna,5h+k+2wc+sauna+...,rt,"108,50",241000,2221,1989,2/2,no,average,"own							D2013
",D2013
'02760,Tuomarila,4h+k+rt+th+2eri...,rt,"125,50",280000,2231,1990,2/2,no,average,"own							D2018
",D2018
'02760,Saarnilaakso,4h+k+s+erilline...,rt,"103,00",319000,3097,2008,1/2,no,good,"rent							D
",D
'02760,Espoon keskus,4h+k+kph+wc+las...,kt,"94,00",176000,1872,1972,4/6,yes,good,"own							F2013
",F2013
'02760,Tuomarila,"3-5h,k,kph,s,2*...",rt,"105,00",265000,2524,1990,1/2,no,average,"own							C2013
",C2013
'02760,Tuomarila,4h+k+s+parveke,kt,"91,50",319000,3486,2007,3/4,yes,good,"own							C2018
",C2018
'02760,Tuomarila,4h+k+s,rt,"85,00",259000,3047,1989,1/2,no,average,"own							E2007
",E2007
'02760,"Saarniraivio, suna, espoon keskus",4h+k+s+eril.wc+...,kt,"91,50",225000,2459,1994,2/4,no,good,"own							E2007
",E2007
'02760,Suna,"4h, k, s",rt,"94,00",280000,2979,1989,2/2,no,good,"own							D2013
",D2013
'02760,Tuomarila,"4h, k, kh/s, er...",kt,"90,00",280000,3111,2008,2/3,yes,good,"own							D2013
",D2013
'02760,Suvela,4h+k,kt,"94,00",166000,1766,1972,1/7,yes,good,"own							F2013
",F2013
'02760,Suna,"5h, k, kph, s, ...",rt,"105,00",225000,2143,1977,1/1,no,good,"own							D
",D
'02760,Suvela,"4H,K",kt,"94,00",173000,1840,1979,5/5,yes,good,"own							E2013
",E2013
'02760,Suvela/kirstinmäki,"4h, k, parveke",kt,"95,50",160000,1675,1973,1/7,yes,average,"own							G2013
",G2013
'02760,Tuomarila,"4h,k,s,pihaterassi",rt,"94,00",330000,3511,2006,1/2,no,good,"own							D2013
",D2013
'02760,Suna,"4h,avok,kph,s,e...",rt,"88,00",244000,2773,1981,2/2,no,good,"own							
",
'02760,Tuomarila,4h+k+kph+s+eril...,rt,"96,00",355000,3698,2006,2/2,no,good,"own							
",
'02760,Kirstinmäki,4h+k+kph+s+et+l...,kt,"95,50",192000,2010,1975,5/6,no,good,"own							
",
'02760,Suna,"4h, k, rt, wc, ...",rt,"98,00",286000,2918,2003,2/2,no,good,"rent							E
",E
'02760,Suna,"5h, k, s",rt,"108,50",250000,2304,1989,1/2,no,good,"own							D2013
",D2013
'02760,Tuomarila,"4h, k, kph, s, ...",kt,"119,00",470000,3950,2008,3/4,yes,good,"own							E2013
",E2013
'02760,,"4 h, k, s, eril...",ok,"102,00",219500,2152,1977,1/2,no,average,"own							
",
'02760,,"3mh, oh, k, th,...",ok,"142,00",560000,3944,2009,1/2,no,good,"own							D2007
",D2007
'02760,,"5 h, k, tkh, kh...",ok,"143,00",406000,2839,2001,-1/3,no,good,"own							C2018
",C2018
'02760,,"5h,k,s,khh,eril...",ok,"105,00",480000,4571,2010,1/2,no,good,"own							
",
'02770,Studio apartment,,,,,,,,,,,
'02770,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'02770,"
2 rooms
",,,,,,,,,,,
'02770,Espoon keskus,2h+kt+lasitettu...,kt,"43,00",205052,4769,2019,4/5,yes,good," 							B
",B
'02770,Kirkkojärvi,"2h, kk, kph, s,...",kt,"51,50",167000,3243,1989,5/5,yes,good,"own							
",
'02770,Muurala,2h+k+s,rt,"60,00",206000,3433,1985,1/1,no,good,"own							
",
'02770,Espoon keskus,2h+kk,kt,"54,00",210000,3889,2011,6/6,yes, ,"rent							D2013
",D2013
'02770,3 rooms,,,,,,,,,,,
'02770,Espoonkeskus,"3h, k, s",kt,"79,50",150000,1887,1984,1/5,yes,average,"own							D
",D
'02770,Espoon keskus,"3h, kk, s",kt,"66,50",232000,3489,2018,3/5,yes,good,"rent							C
",C
'02770,Espoon keskus,3h+k+s+eril.wc+...,kt,"73,50",198500,2701,1990,2/3,no,average,"own							F2013
",F2013
'02770,Kiltakallio,3h+k+s,rt,"83,50",242000,2898,2000,2/2,no,good,"own							D2013
",D2013
'02770,Muurala,"3h, k, s",rt,"72,00",240000,3333,1985,1/1,no,good,"own							
",
'02770,Saarniraivio,"2h+k+s+33,2m2 k...",rt,"93,70",240000,2561,1989,2/2,no,good,"own							
",
'02770,,3h+tupak+khh+s+...,ok,"91,00",325500,3577,2007,1/1,no,good,"own							B2013
",B2013
'02770,4 rooms or more,,,,,,,,,,,
'02770,Gumböle,"4h, k, khh, vh,...",rt,"95,00",275000,2895,2003,1/2,no,good,"own							E
",E
'02770,Mikkelä,"5h, k, rt, kph,...",rt,"113,00",310000,2743,1991,-1/2,no,good,"own							C
",C
'02770,Muurala,"5 h, k, rt, khh...",rt,"122,00",375000,3074,1997,1/1,no,good,"own							
",
'02770,,4h+k+s,ok,"90,00",320000,3556,1987,2/2,no,good,"own							
",
'02770,,"4mh, oh, arkioh...",ok,"147,00",440000,2993,2000,1/3,no,average,"own							
",
'02770,,"133/159m², 4-5h...",ok,"133,00",455000,3421,2012,2/2,no,good,"own							
",
'02770,,"6 h, k, kph, la...",ok,"120,00",332000,2767,1941,1/3,no,average,"own							
",
'02780,Studio apartment,,,,,,,,,,,
'02780,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'02780,"
2 rooms
",,,,,,,,,,,
'02780,Saunalahti,"2h, kt, s, tera...",rt,"50,00",254920,5098,2021,1/1,no,good,"own							
",
'02780,Saunalahti,"2h, kt, s, tera...",rt,"50,00",250900,5018,2021,1/1,no,good,"own							
",
'02780,Kauklahti,"2h, k, kph/wc, ...",kt,"63,50",95000,1496,1970,2/4,no,average,"own							D2007
",D2007
'02780,Saunalahti,"2h, kt, terassi...",rt,"40,50",208930,5159,2021,1/1,no,good,"own							
",
'02780,Kauklahti,2h+k+kph+lasite...,kt,"51,00",138000,2706,1969,2/4,no,good,"rent							E2007
",E2007
'02780,Saunalahti,"2h, kt, s, rank...",rt,"46,50",232990,5011,2021,1/2,no,good,"own							
",
'02780,Saunalahti,"2h, kt, s, tera...",rt,"50,00",244970,4899,2020,1/1,no,good,"own							
",
'02780,Saunalahti,2h+k+s,rt,"50,00",246980,4940,2020,1/1,no,good,"own							
",
'02780,Kauklahti,"2h,kk,p",kt,"48,00",218400,4550,2019,3/4,yes,good,"rent							
",
'02780,Kauklahti,"2h, kt, s",rt,"63,00",255000,4048,2013,2/2,no,good,"own							D2013
",D2013
'02780,Kauklahti,2h+kk,rt,"47,50",155000,3263,1989,1/1,no,good,"rent							
",
'02780,Saunalahti,"2h, kt, s, tera...",rt,"50,00",249950,4999,2020,1/1,no,good,"own							
",
'02780,3 rooms,,,,,,,,,,,
'02780,Kauklahti,"3-5h, k, 2 x kp...",rt,"116,00",285000,2457,2015,1/2,no,good,"rent							C2013
",C2013
'02780,Kauklahti,"3h, k, s, lasit...",kt,"66,50",227000,3414,2009,2/3,yes,good,"own							C
",C
'02780,Kauklahti,3h+k+kph+wc+ la...,kt,"81,50",207950,2552,1970,1/3,no,good,"own							D2007
",D2007
'02780,Saunalahti,3h+kt+s,rt,"60,00",245000,4083,2020,1/1,no,good,"rent							B2018
",B2018
'02780,Kauklahti,Kerrostalohuone...,kt,"56,50",245000,4336,2019,4/4,yes,good,"rent							C2018
